title;last_response;responses;views;link;categorie;date;first_post
Enkel distanskurs! Gärna inom Data/Dator;2012-10-25;0;144;https://www.flashback.org/t1994012;Utbildning och studier;2012-10-25;"Tjenare, skall i vår iväg utomlands och har sökt 4 perioders studiestöd(1 år). De 2 sista perioderna kommer jag alltså vara utomlands och inte studera, men för att få ut helt studiestöd behöver jag 37.5 poäng avklarade(om jag inte misstar mig) och jag kommer ha ca 31poäng avklarade tills jag åker. Jag behöver alltså en riktigt simpel och snabb distanskurs jag kan göra innan eller när jag är utomlands så jag får hela mitt studiestöd. 

Jag studerar just nu civ.ing inom data teknik och är kanske inte den bästa men duktig av mig. Första året så har tyvärr inte börjat med mycket programmering etc.

Någon här som har ett bra förslag på en extremt simpel distanskurs med så lite plugg som möjligt? Hade tankar omkring en grundkurs i dator som är till för dem som är äldre etc men hittar inget bra just nu tyvärr. Behöver lite flashback hjälp i andra ord!

Vet att liknande frågor har varit uppe förut men inga svar av rätt kaliber har kommit fram Tackar!"
Narrativ ansats med diskursanalys?;2012-10-21;0;121;https://www.flashback.org/t1990450;Utbildning och studier;2012-10-21;"Kan man göra så?
Skriver uppsats och ska intervjua 5-6 personer. Det är en kvalitativ studie, och jag funderar på att använda mig av narrativ för att komma åt deras upplevelser så djupt som möjligt. Förslagsvis ska man då också analysera materialet narrativt, alltså leta efter början på berättelsen, vändpunkten och ""slutet""i det de berättar om. Jag skulle hemskt gärna vilja använda mig av diskursanalys istället, hur beskriver de sig själva, vilka ord använder de när de talar om ämnet, vilken kontext osv. Kan man göra så heller är jag helt ute och cyklar? Är det bättre att göra rena kvalitativa intervjuer i så fall? Det känns ju som att man genom narrativ kan komma deras upplevelser mycket närmare.
Input tack!"
Vad plugga för att få ett matematiktungt jobb?;2012-10-17;12;1121;https://www.flashback.org/t1986693;Utbildning och studier;2012-10-16;"Jag läser civing och undrar vilka ämnen som är lämpliga att läsa för att få ett jobb som uppfyller följande krav:

- Relativt enkelt att få kvalificerat jobb. Jag vill heller inte bli allt för låst inom bara ett område.
- Mycket matematik i jobbet. Det ska vara utvecklande.
- Hög lön! Vill inte lalla runt med någon skitlön mer än tillfälligt (ex. under en doktorandperiod).

Vilka sorts jobb uppfyller detta och vad behöver man specialisera sig inom för att få ett sådant jobb? Jag är inte jätteförtjust i programmering men det verkar mer eller mindre oundvikligt. 

En annan fråga, vilka dörrar öppnar en ph.d inom matematik eller liknande ämnen? Akademiska dörrar är givna men det är jag inte intresserad av."
Matematik 3b eller 3c?;2012-10-17;13;4448;https://www.flashback.org/t1987438;Utbildning och studier;2012-10-17;"Hej!

Om jag skulle läsa Matematik 3c och inte 3b, skulle jag fortfarande kunna söka till en utbildning som kräver Matematik 3b på universitetet? Jag tänkte att Matematik 3c väger mer än 3b så då utesluter ena, det andra. Anledningen till att jag vill läsa 3c och inte 3b är för att även kunna bli behörig till en normal ingenjörsutbildning. Eller måste jag läsa både och? YYY"
Sharepoint utvecklare;2012-10-15;6;1384;https://www.flashback.org/t1625174;Utbildning och studier;2011-08-12;Tjenna! jag sitter och funderar över denna linje http://www.nackademin.se/ky/utbildni...intutvecklare/ någon här ute på fb som har koll om det finns mycket jobb? hur lönen ser ut ? och om det helt enkelt är en bra linje att studera till, tacksam för snabba svar mvh
Datateknisk systemutveckling och Systemutveckling same shit ?;2012-10-10;2;218;https://www.flashback.org/t1951660;Utbildning och studier;2012-08-31;Ja är Systemutveckling IT och samhälle och Datatekniskt systemutveckling samma sak liksom ? blir man samma sak efter utbildningen ? (högskolan väst)
Fysik eller matematik ?;2012-10-06;16;1071;https://www.flashback.org/t1978931;Utbildning och studier;2012-10-05;"Tja!
Nu är det så att det börjar bli dags för mig att bestämma mig för vad jag ska plugga på universitet. Jag tog ett sabbatsår ihop om att jag skulle ''finna mig själv'' och veta vad jag vill plugga, men det blev inte riktigt på det sättet. 
Jag gillar siffror och har alltid älskat matematik och fysik, men är det bättre att köra på en kandidat i matte eller fysik? Eller finns det ännu lämpligare program att läsa? Och vilka skolor rekommenderar ni? 

Jag har noll koll på framtidsutsikter och matematikers och fysikers arbetsmöjligheter. Minsta lilla tips är hjälpsamt"
master matematik kryptologi ?;2012-10-06;0;289;https://www.flashback.org/t1979202;Utbildning och studier;2012-10-06;hur ser jobb marknaden ut? tänkte på kths master: Discrete mathematics and theoretical computer science
Ngn som läser Envariabelsanalys på Uppsala uni?;2012-10-03;2;320;https://www.flashback.org/t1977578;Utbildning och studier;2012-10-03;"Hej!

Undrar om någon som läser Envariabelsanalys på något Civ. Ing. program på Uppsala Universitet skulle kunna lägga upp föreläsningsplanen för kursen ? 

Har nämligen ""Calculus: a complete course""(kurslitteraturen för den kursen) och skulle underlätta om jag hade någon pdf där det står vilka kapitel som har just de ämnen man läser i envariabel.. Boken ""Calculus: a complete course"" har ju mycket mer än just bara envarre i sig..

Uppskattar det verkligen!
Tack!"
Finns det nån master till datasäkerhet?;2012-10-03;1;131;https://www.flashback.org/t1977631;Utbildning och studier;2012-10-03;ja titel, har sökt och ej hittat.
Läsa upp matematiken;2012-10-03;7;477;https://www.flashback.org/t1974865;Utbildning och studier;2012-09-30;"Hej,

På gymnasiet läste jag upp till Matematik B. Nu har kurserna bytt namn och reformerats. Jag tänkte fixa betyg i Matematik ""C"" och ""D"". Om jag läser Matematik 3b (jag kommer väl in på den?), räcker det för att få behörighet att läsa Matematik 4 - eller måste jag läsa både 3b och 3c?

Tacksam för svar!"
Matte för dataekonom?;2012-10-02;0;109;https://www.flashback.org/t1976693;Utbildning och studier;2012-10-02;"Hej, jag läser mitt sista år på gymnasiet i ek/ek och jag undrar om det är mycket matte om man ska bli Dataekonom? Läste lite om det på några hemsidor och i högskolan verkar det inte vara mycket matte, utan mer informatik o annat. 

Så min fråga är alltså läser man mycket matte i framtiden när man blir en dataekonom?
eller i högskolan?"
Plugga upp matematik B på distans;2012-10-02;6;284;https://www.flashback.org/t1974857;Utbildning och studier;2012-09-30;"Hej! Det är så att jag planerar på att plugga upp matematik B som distanskurs... Kom fram till detta beslut eftersom jag kan inte fokusera bakom en vanlig skolbänk med en massa andra personer(nej, jag har varken Aspergers eller autism), jag känner att det blir för mycket att tänka på. 
Sen är anledningen att jag vill läsa till kvalificerad programvarutestare.

Vad tror ni, är detta en plan som kan fungera?

Tack i förhand!"
Matematisk statistik för HI Maskin?;2012-10-02;0;169;https://www.flashback.org/t1976219;Utbildning och studier;2012-10-02;"Tjena, jag läser andra året som HI i maskinteknik och det har för första gången blivit dags att välja valbara kurser inför nästa termin. Jag funderar på kursen Matematisk statistik om en är något att ha. Jag hade tänkt läsa flervariabelanalys för att inte stänga dörren för master, men denna har jag ingen riktig bild av hur bra nytta man kommer ha av. 

Så fråga er andra ingenjörer/studenter med lite mer erfarenhet, är matematisk statistik en nyttig kurs för en maskinare?"
Mobil applikationsutvecklare KY - Lönt?;2012-10-01;10;501;https://www.flashback.org/t1975361;Utbildning och studier;2012-10-01;"Tjena Flashback,

För att göra en lång historia kort så har jag precis börjat läsa på andra året av tre på en högskoleutbildning som jag känner inte kommer att leda till något jobb. 

Jag är ganska ointresserad av ämnet och hela situationen gör att jag känner mig stressad och känner ångest/oro. Jag funderar därför på att sadla om helt och satsa på en kort utbildning som ger goda möjligheter till ett bra jobb.

Min plan är att läsa klart detta läsåret på min nuvarande utbildning för att sedan pausa den och läsa en ettårig KY-utbildning. Skulle den inte leda till jobb så återupptar jag min nuvarande utbildning och slutför den.


Jag har förstått att mobil appliktaionsutveckling är i ropet och tar man ett titt på AMS så kryllar det av jobb inom den sektorn. Så jag kikade på korta YH/KY-utbildningar inom området och hittade en intressant utbildning som passar mig bra geografiskt:

Programmerare iPhone och Android


Så nu till frågorna:

1. Är detta något att satsa på? (Att en KY/YH utbildning inte väger lika tungt som en akademisk utbildning förstår jag, men branschen kanske är öppensinnig)?

2. Finns det bättre KY/YH-utbildningar inom samma genre? 

3. Hur mycket förkunskaper bör man ha? Kan inget om programmering, men är beredd att satsa helhjärtat på detta.

4. Någon här inne som har läst eller läser något liknande? Berätta gärna mer!


Mvh"
Val av inriktning högskoleingenjör datateknik;2012-09-29;2;289;https://www.flashback.org/t1974417;Utbildning och studier;2012-09-29;"Hej alla!

Jag studerar för närvarande till högskoleingenjör i datateknik på LiTH och snart är det dags att välja en av två inriktningar. Det som finns att välja på är 'programvara' eller 'inbyggda system'. Jag är lite kluven över vad jag vill gå, och jag frågar nu er om hjälp. Det jag vill veta är vad ni tror om yrkena som dessa inriktningar kan leda till. Till exempel, vilken av dem har bäst framtidsutsikter? Vilken av dem kommer kunna erbjuda mig mest jobb? Kommer det leda till någon skillnad i lön? Vad tror ni är roligast (där roligt innebär varierade arbetsuppgifter, vettigt folk, intressanta arbetsuppgifter)?

Jag själv trodde först jag skulle gå inbyggda system, men nu är jag inte lika säker. Jag gillar att pilla med hårdvara och bygga saker som gör något på riktigt, men samtidigt är det ju rätt skönt att bara koda och hitta lösningar på problem.

Om ni undrar vilka kurser som ingår i de olika inriktningarna kan ni läsa det här: Inbygga system / Programvara
VOF står för Valbar - Obligatorisk - Frivillig, där valbara kurser ska väljas, obligatoriska skall gås och frivilliga är extra som man kan gå om man vill

Tack på förhand!"
Vilken matematikkurs på univ. är svårast?;2012-09-29;56;10582;https://www.flashback.org/t1973546;Utbildning och studier;2012-09-28;"Hej, vet inte om den här passar bättre in i Matematikforumet men prövar här.

Vilken är den mest avancerade mattekursen på universitetet/högskolan? Dvs den som kräver mest kunskap från övriga mattekurser."
Frågor ang. statistik;2012-09-28;9;846;https://www.flashback.org/t1812895;Utbildning och studier;2012-03-05;"Funderar på att hoppa av LU där jag läser ekonomie kandidatprogrammet och läsa kand. nationalekonomi inr. statistik till hösten på SU. 

Tänkte höra mer er som läser programmet eller statistik över huvud taget hur mattematik-krävande kursen är. Har inte svårt för matte men inte jättelätt heller, tycker matte D på gymnasiet var lite knepigt. Är det viktigt med bra förkunskaper i matte C och D? Har kollat runt lite och som jag förstår handlar det främst om formelsamlingar man ska kunna härleda till. 

Jag skulle också uppskatta om någon kan förklara lite mer ingående vad statistik handlar om då det är rätt svårt att få en bra bild av informationen på diverse hemsidor."
Programmerare[Högskola/Universitet]?;2012-09-25;15;991;https://www.flashback.org/t1963338;Utbildning och studier;2012-09-15;"Hallå, tänkte fråga om någon kunde tipsa mig om några högskolor/universitet som har kurser som inriktar sig mot folk som vill bli (spel)programmerare. Har tänkt söka nästa år eftersom jag har valt att ta ett sabbatsår nu. 

Tackar och bugar för svar!"
Har matematik A, kan jag läsa matematik 1?;2012-09-23;9;635;https://www.flashback.org/t1878986;Utbildning och studier;2012-05-25;"Hej!
för 4 år sen läste jag Matematik A på gymnasiet. Jag har ett samlat betygsdokument från 2 skolor, varav ena finner man matematik A. Enligt skolverket kan Matematik A jämföras med Matematik 1 kursen, vilken ger inträde till Matematik 2 kursen. Nu vill jag läsa Matematik 2 kursen, men jag minns inget alls från Matematik A, och skulle därför behöva läsa om kursen för att ha grund till matematik 2. Får jag detta? (utan att hamna i någon sämre grupp). Om jag inte får, kan jag helt enkelt skita i att skicka in det samlade betygsdokumentet med Matematik A, så vet dom inte att jag har den? 

Tack på förhand"
Vad har ni läst för matematikkurser? Behöver hjälpt med planering också;2012-09-22;14;814;https://www.flashback.org/t1968127;Utbildning och studier;2012-09-21;"God middag!

Vad har ni läst för matematikkurser och hur uppfattade ni dessa?
Jag ska på 3 år läsa (kvartsfart, 7.5p, distans):
* Envariabelanalys 1, MATLAB; VT 2013
* Envariabelanalys 2, C++ programmering; HT 2013
* Linjär algebra, Flervariabelanalys; VT 2014
* Differentialekvationer, Matematisk statistik; HT 2014
* Ellära, Numeriska metoder; VT 2015

Idag har jag läst:
* Grundläggande Linjär algebra 7.5p
* Matematisk analys: En variabel 7.5p.

Jag har skrivit in mig på kurserna:
* Envariabelanalys 1, MATLAB.

Tänkte slå till på det här programmet ändå. Känns att jag gör ett stort jävla misstag att inte förbereda mig inför den. Min lärare säger att robotik och reglerteknik är framtiden. Robottekniken idag är som datortekniken på 70-talet. Läraren sa till mig att jag skulle läsa till dessa kurser då dom kommer behövas. 

http://www.umu.se/utbildning/program...am/?code=TAROM
Krav:
* 15p datorvetenskap
* 7.5p matematisk statistik
* 7.5p Elektronik
* 30p Matematik

Hur jag är som person:
Jag är mest praktiskt lärd, men jag kan teori också. Är en person från ""byn"" som kör lyxmodell av volvo 740, dricker brännvin och kan ibland hålla på med weed. Klär mig väldigt propert och polerar alltid mina skinnskor men jag undviker att just sticka ut med det. Jag är udda, men ingen pundare. Har bra betyg. Högsta hittills.  Är inte så jätte bra på Engelska.
Har inte det superlätt för att förstå mattematik, men får jag tid så klarar jag det. Teknikintresserad. Ogillar SVT och vänstern. 
Kan redan C++.

Jag är intresserad att konstruera saker. Utbildar mig till CAD-konstruktör så att konstruera robotar eller liknande maskiner skulle inte direkt vara fel.  Men nu är det inte direkt robotar jag är ute efter. Jag är ute efter att t.ex jobba på Volvo och skapa ny teknik i deras bilar så dom t.ex kan parkera automatiskt eller köra långkörning automatiskt osv. Tåg, bilar, bussar osv. Automatisera saker är något som jag är ute efter. 

Slut.

Det jag vill fråga er är om jag ska ändra lite i mitt schema? Nu har jag inte föranmält mig på alla kurser, utan jag tar som dom kommer. Det mest intressanta är vad jag läser och jag vill fråga er vad jag ska prioritera för något som gynnar mig? 
Frågeställning:
* Ska jag ta bort flervariabelanalys och ersätta den med något annat? 
* Är det fel program jag läser för sånt här? 
* Får man ofta jobb via det där masterprogram? Tänkte på konkurrensen. 
* Vad tror ni vad programmet ger för jobb?
* Vad kan lönen vara för en sådan...robotic och reglerteknik konstruktör? 
* Får jag lätt jobb om jag bara har läst dom där kurserna och går 3 år för att bli CAD-konstruktör?
* Vad har ni läst för matematikkurser?

Vad tycker ni?
Jag vill ha säkra kort att jag kommer få jobb.

/ Winston D Thackeray"
Nu har jag börjat med programmering, hjälp;2012-09-19;6;446;https://www.flashback.org/t1965152;Utbildning och studier;2012-09-17;"Hej, nu är det så att jag har börjat med lite programmering. Laddade ner Python (IDLE) och har testat mig framåt med hjälp av guider och youtube m.m.

Jag undrar hur man gör ett testprogram som gör följande:
1. Säger ""Hej, hur mår du?""
2. Ger alternativ (Bra eller dåligt)
Om man anger alternativ 1, som är ""bra"" så får man svaret ""Vad roligt att höra""
Om man anger alternativ 2, som är ""dåligt"" så får man svaret ""Vad tråkigt att höra""

Jag vill alltså veta om det går att göra en alternativ fråga? Jag har krånglat till det ganska mycket, men ungefär såhär långt har jag kommit. Om det nu räknas som någon vart  



			Spoiler
			



		q1=input(""Hej hur mår du?"")

print (""Dina alternativ är:"")
print ("" "")
print (""1) Bra"")
print (""2) Dåligt"")
choice = input(""Välj ditt alternativ: "")
if choice (1==:
Bra): print(""Vad roligt att höra"")

elif if choice 2==:
Dåligt: print (""Vad tråkigt att höra"")
	


Sedan undrar jag hur jag får till denna:



			Spoiler
			



		print(""Detta är ett test"")
q1=input(""Vad heter du? "")
print(""Hej"",q1, ""var vänlig och fyll i nedanstående:"")
q2=input(""Tänk på ett nummer mellan 1-10 och skriv det här:"")
print(""Ditt tal är"",q2)
print(""Vi börjar med att mutliplicera talet med 2"")
print(""Svar:"",q2*2)

addera+ summan med (8)
dividera/ summan med (2)
Subtrahera- summan med (4)
	



Är tacksam för svar!"
Kemi A, Fysik B, Matematik D inför univsersitet/högskola?;2012-09-19;6;288;https://www.flashback.org/t1966439;Utbildning och studier;2012-09-19;"Hej, dessa kurser har jag missat på gymn och tänkte plugga. 

Kemi A
Kemi B
Fysik B
Matematik D

Om ni fick välja två st som bör prioriteras, vilka hade ni valt då?  Kemi A och Matematik D? Eller Kemi A och Fysik B? 

Nu kan jag ju plugga kandidat och bli antagen enkelt men jag har en lucka nu på ett halvår och kanske man vill bli ingenjör fram till dess istället. Vill bredda chanserna till att bli antagen till uni eller högsk som kräver mer än Matte C."
Vill lära mig styra hårdvara - Kan redan programmera;2012-09-18;6;377;https://www.flashback.org/t1965441;Utbildning och studier;2012-09-18;"God förmiddag!

Jag vill lära mig styra hårdvara och jag kan redan programmera. Jag vill alltså bygga kort som fungerar med USB där man kan göra ett program som styr kortet, i t.ex C++. 
Då är det elektronik jag ska lära mig, men vet inte vad exakt jag ska läsa i elektroniken.

Jag går universitet.
Här är det elektronikkurser jag kan läsa till:
http://www.umu.se/utbildning/program...amne/?code=EL1
Antagning.se finns också om jag vill köra på distans. 

Men vilka??? 

/ Winston D Thackeray"
Högskoleingenjör minst matematik och fysik;2012-09-15;0;230;https://www.flashback.org/t1963230;Utbildning och studier;2012-09-15;"1. Vilken inriktning som ger högsk.ing-examen (inom IT) har minst matte och fysik? Angående t ex civ.ing-examen är mitt intryck att Medieteknik och Informationsteknologi på t ex KTH har mindre MA+FY jämfört med t ex inriktningen datateknik.
2. Är examensbeteckningen viktigare än en inriktningen eller hur värderas detta inför arbetsgivare?
3. Vad tror ni om högskoleingenjörsexamen i medieteknik?"
Kandidatprogram matematik o ekonomi;2012-09-13;19;1021;https://www.flashback.org/t1960312;Utbildning och studier;2012-09-11;"tja
vill jobba inom investment bank eller bank överhuvudtaget även handel och aktiemarknad.
kikat på matematik och ekonomi på stockholms universitet. vad finns det mer för bra förberedande högskoleutbildningar med rimliga intagningspoäng? 
hur ser matematiken ut på kanditaprogram matematik och ekonomi? nån som vet?"
Läsa kurs i databaser (SQL) distans;2012-09-10;0;127;https://www.flashback.org/t1959330;Utbildning och studier;2012-09-10;"Är det någon här som har erfarenhet av att ha läst en distanskurs i databaser?
För mig står valet mellan att läsa kursen i Luleå eller Östersund.

Länk Luleå http://www.ltu.se/edu/course/L00/L00...sView=kursplan
Länk Östersund http://www.miun.se/sv/Utbildning/Hit...ursplanId=7574

Vad tror ni, vilken ska jag välja? Mitt mål är i första hand att lära mig SQL."
Chalmers - Datateknik;2012-09-07;10;793;https://www.flashback.org/t1955069;Utbildning och studier;2012-09-04;"Hej!

Vill jobba inom spel i framtiden men vill samtidigt inte låsa mig. 
Då har jag tänkt att ta en utblidning med mycket programmering,

såg att Datateknik på chalmers har det, men ser dock inte vilken typ av
programmering samt vilket språk det är, är det mycket C++ och liknande.

Är det svårt att ""föra över"" dessa kunskaper till spelskapandet sedan?"
Dataekonom Borås!;2012-09-06;8;1100;https://www.flashback.org/t1902125;Utbildning och studier;2012-06-25;"Hej!

Skall antagligen börja som dataekonom till hösten och undrar om någon går/har studerat där! Eller om någon har gjort någon snarlik utbildning. Vill väldigt gärna veta hur det är i Borås också ni som pluggar!
Läst lite andra trådar osv, men många av dem är outdated. Så jag tänkte få lite nya tankar och idéer omkring just Borås och dataekonom programmet! 

Hälsningar

Laxen"
När släpps årets antagnings-statistik?;2012-09-06;5;585;https://www.flashback.org/t1905650;Utbildning och studier;2012-06-30;"Är så nyfiken på hur mycket det kan ha höjs när det gäller ekonom & civil i örebro. Förra året var det runt 1,0.

Borde det inte komma snart?"
Halmstad högskola tillämpad matematik övning. Vad gör man där? Har jobbintervju då..;2012-09-02;4;470;https://www.flashback.org/t1949959;Utbildning och studier;2012-08-28;"Hej
Har börjat på energiprogrammet på halmstad högskola men känner även att jag vill ut och jobba i några år innan jag bestämmer mig för vad jag vill bli.

Jag ska på en jobbintervju på måndag (första skoldagen) och på schemat har jag vid den tiden ""Tillämpad matematik I övning"" Vad innebär detta? Är det något man måste gå på? Vi har tre matematiklektioner om dagen där det står ""övning"".

Har hört att man gör matematiken via datorn. Blir orolig över att det typ är gruppövningar eller liknande. Gillar att plugga i fred och inte med klassen, kommer det bli problem med det?"
Vilket programmeringsspråk bäst som förberedelse inför Civ. Data?;2012-09-01;14;711;https://www.flashback.org/t1952214;Utbildning och studier;2012-08-31;"Jag tror att jag vill börja på civilingenjörsprogrammet med inriktning datateknik hösten 2013. Jag har ingen tidigare erfarenhet av programmering och därför vill jag förbereda mig till dess så att jag klarar mig så bra som möjligt.

Det finns massor av läroböcker, guider på internet och distanskurser att välja på, men vad jag undrar över är vilket programmeringsspråk jag bör rikta mig in på.

C kanske?"
Datavetenskap VS Datateknik?;2012-08-28;7;593;https://www.flashback.org/t1949305;Utbildning och studier;2012-08-28;Skulle vara kul att höra era åsikter om hur pass stor skillnad det är på programmeringsnivån på Datavetenskap (DSV) och Datateknik högskoleingenjör (kth/dsv)? Jag har fått uppfattningen om att Datavetenskapslinjen typ är Datateknik högskoleingenjör minus hårdvarudelen. Att data- och systemvetenskap är ett skämt vet jag, men datavetenskap med några tilläggskurser i matematik (linjär algebra etc etc), skulle det kunna vara nåt som är jämförbart med datateknik högskoleingenjör bortsett från hårdvarubiten? Och om inte, hur pass långt ifrån är datavetenskapslinjen?
Biomedicinsk analytiker, hur är det?;2012-08-27;4;451;https://www.flashback.org/t1945000;Utbildning och studier;2012-08-22;"Jag ska börja studera till BMA inrikting fysiologi. Det jag undrar är hur sjävla studierna är. Är det jobbigt? Är det mycket stress? Berätta gärna lite.
Om du är färdigutbildad så berätta gärna lite om hur jobbet är."
Debattör och lärare på GP: Slopa gymnasiematematiken;2012-08-26;45;4996;https://www.flashback.org/t1947538;Utbildning och studier;2012-08-25;"En debattör och religionslärare skrev igår ett debattinlägg om matematikens vara eller ickevara i gymnasieskolan. http://www.gp.se/nyheter/debatt/1.10...erMode=default

Här är några utdrag för er som inte orkar läsa den långa texten.


Citat:

		
			- ""Jag är lärare i svenska och religion på gymnasiet. En sak bekymrar mig på jobbet och det är att så många av mina analytiskt duktiga och högskolemässiga elever får underkänt i matematik och därför inte får lov att läsa vidare på högskola trots uppenbar talang och vilja att till exempel bli sjuksköterskor eller poliser.""
		
	



Citat:

		
			- ""Hur går det då för eleverna nu när man ökat kraven? Åt helvete så klart. Den rena kravpedagogiken är ju som att lära ett barn att simma enbart genom att ta bort simdynan. Det kokar ute i skolorna just nu. Rektorer rings ner av förtvivlade föräldrar, mattelärare suckar tungt på arbetsrummen och eleverna gråter när de inser att framtiden är på väg att raseras någonstans mellan x och y och triangelns vinkel. Framtidens företagsledare och entreprenörer har fastnat i en andragradsekvation och kommer tyvärr inte därifrån.""



Citat:

		
			
- ""För att få läsa vidare till sjuksköterska måste man till exempel kunna hantering av kvadrerings- och konjugatregeln i samband med ekvationslösning. Man måste också kunna algebraiska metoder för att lösa potens- och andragradsekvationer samt linjära ekvationssystem. Man tycker sig ana att de problem de eventuellt behöver hjälpa till att lösa i sitt framtida arbetsliv är av ett helt annat slag än vad matematikkurserna vill få oss att tro.""
		
	



Citat:

		
			- ""Sverige ligger långt ner i internationella kunskapsmätningar gällande matematik men jag vågar påstå att svenska elever är extremt duktiga på att analysera komplexa orsakssamband, på att ifrågasätta vedertagna sanningar och att tänka källkritiskt. Där slår vi kinesiska elever med hästlängder men det talas väldigt lite om detta.""
		
	


Det här är som sagt bara några utdrag från texten och därav rekommenderar jag er att läsa den i sin helhet.

Vad tycker ni om detta förslag? Ska gymnasiematten slopas helt som ett obligatoriskt ämne, och istället bli en valbar kurs som ""minoriteten"" kan välja? Vad tycker ni om debattörens argument? Är han helt ute och cyklar eller har han - faktiskt rätt?"
Datateknik och spelutveckling jobb;2012-08-23;1;192;https://www.flashback.org/t1946253;Utbildning och studier;2012-08-23;Precis börjat på min högskoleingenjörsutbildning inom Datateknik och fick veta att man kan ta kurser inom spelprogrammering. Då undrar jag ifall någon har nån aning om en 3 årig programmerings utbildning är tillräckligt för att få jobb inom spelindustrin?
Data & Systemvetenskap Stockholm HT2012;2012-08-23;1;209;https://www.flashback.org/t1945166;Utbildning och studier;2012-08-22;"Någon som har någon aning om när programmet sätter igång och vart man kan hitta vilken kurslitteratur som behövs?

woop woop"
Högskola/universitet för programmering;2012-08-21;5;265;https://www.flashback.org/t1944364;Utbildning och studier;2012-08-21;"Tjena!

Jag är lite förvirrad ang högskolan/universitet... Jag vet inte vad man ska ta för att senare jobba inom programmering... (pluggar teknik-it atm)

Är det till civilingenjör man ska söka till? Tacksam för alla svar!"
Intagningsprov nackademin (business intelligence);2012-08-20;1;290;https://www.flashback.org/t1941512;Utbildning och studier;2012-08-17;Fick nyligen reda på att jag ska göra ett antagningsprov på nackademin för se om jag får en plats på deras business intelligence-utbildning. Så jag tänkte kolla om det är någon här som gjort det provet förut. Och isf, var det svårt?  Främst mattedelen och programmeringsdelen som jag tänker på.
Matematik C;2012-08-18;8;412;https://www.flashback.org/t1942006;Utbildning och studier;2012-08-18;"Nu är det så att jag har läst Matematik A och B på gymnasiet och måste nu läsa Matematik C på Komvux för att få högskolebehörighet. Förstår dock ingenting utav det här nya systemet med Matematik 1a, 1b, 1c, 2a, 2b.. osv. 
Skulle vara otroligt tacksam ifall någon vänlig själ vill ta sin tid och förklara vilken jävla kurs det är som ersätter Ma C och hur det hela egentligen fungerar. 

Tack på förhand."
civ. ing datateknik - krävs en kraftfull dator?;2012-08-17;7;560;https://www.flashback.org/t1941125;Utbildning och studier;2012-08-17;"Jag ser min kommande utbildning som en god ursäkt till ett införskaffande av en ny dator. Är det närmast obligatoriskt med en bärbar eller går en stationär an? 

Utbildningen sker i Lund, om det har någon vidare betydelse."
VHS Antagna höstterminen 2012 pdf/Excel STATISTIK;2012-08-17;4;438;https://www.flashback.org/t1940655;Utbildning och studier;2012-08-16;"Tjena, jag undrar när VHS (alltså verket för högskolestudier) lägger upp filen med intagningspoängen/statistiken till alla utbildningar höstterminen 2012? 

Eftersom att alla redan har fått veta vilken linje de har kommit in på så är det ganska konstigt att de inte lägger upp statistiken på hemsidan tycker jag.

Någon som vet när de la upp den förra året?"
Java Utbildning vilken bör jag välja?;2012-08-17;9;400;https://www.flashback.org/t1940673;Utbildning och studier;2012-08-16;"Hej!
Har kommit in på 2st fristående java utbildningar, men vet inte vilken av dessa jag skall välja.
Någon av dessa skall läsas samtidigt som jag kommer att jobba.
Någon som gått någon av kurserna alt skall gå vad skulle ni rekommendera?
Jag har tänkt detta som ett testa på för att senare kanske hoppa på systemutveckling till nästa höst.

Programutveckling med Java, 7.5 Högskolepoäng
http://www.ltu.se/edu/course/D00/D0019N?lasar=2012
http://www.ltu.se/edu/course/D00/D00...sView=kursplan

Inledande programmering i Java, 7.5 Högskolepoäng
http://www.ltu.se/edu/course/D00/D0017D?lasar=2012
http://www.ltu.se/edu/course/D00/D00...sView=kursplan


Från läraren på Programutveckling: 

""Jag kan inte se att det är någon större skillnad mellan kurserna men ""programutveckling med java"" har en fortsättningskurs ""objektorienterad programutveckling"" där man fortsätter med samma litteratur."""
Angående Data- och systemvetenskap I,II,III,IV (Fristående kurs på SU);2012-08-16;9;570;https://www.flashback.org/t1893183;Utbildning och studier;2012-06-13;"Hej!

Jag undrar lite över dessa fristående kurser. Ifall man kan läsa alla dessa och sedan plocka hem en liknande kandidatexamen som om man hade läst programmet Data- och systemvetenskap.

Dessa ger 120 poäng, och programmet är ju 180 poäng, om man då lägger till två 30 poängs kurser till inom IT/Data på Data- och systemvetenskapliga (om det är möjligt) så är man ju uppe på 180 poäng. Men det kanske inte ger en kandidat inom detta?

Tänkte bara ifall man inte kommer in varken på prio 1 eller reserv, och kanske kan ta sig igenom på detta sätt istället.

Tacksam för svar!"
