title;last_response;responses;views;link;categorie;date;first_post
Hur svår är utbildningen civilingenjör datateknik på KTH?;2021-04-28;10;1134;https://www.flashback.org/t3313975;Utbildning och studier;2021-03-20;Jag har tidigare läst en liknande utbildning men hoppade av tidigt av pga analyskurserna. Hur svåra är de på KTH? Jag kunde bara hitta gammal tentastatistik. Om det finns någon här som går eller har gått utbildningen är jag väldigt intresserad över hur det var! Många svåra kurser?
Påbörja datautbildning vid 28 med jättestort tomrum bakom? Rimligt eller vad annars?;2021-04-18;23;1725;https://www.flashback.org/t3318491;Utbildning och studier;2021-04-08;"Önskar att jag gjort bättre val tidigare i livet, men nu blev det inte så.

Är 28 år nu, och är i en prekär situation i arbetslivet, om(när) nuvarande sysselsättning försvinner så har jag inget att bygga på, rejält hål i mitt cv också.
Vad bör jag då göra framåt? Kikar på en dataingenjörsutbildning, 3år, programmering dvs. Har kodat lite grann i python, ej mycket mer än så får jag erkänna. Fast det jag gjort och förstått kring ämnet tilltalar mig, gillar att det mesta är logik, tror jag kunnat lära mig bra.
I min ungdom var jag ytterst klipsk, förhoppningsvis finns det mesta i skallen kvar.

Egentligen borde jag gjort något sådant här tidigare fan också. Jag blir ju färdig med utbildningen vid 31. Jag lär ju knappast bli headhuntad
Men allright, ingen spikrak karriär då, men jag kan ju börja med en sämre anställning, provjobba så att arbetsgivaren ser så det funkar.
Kanske det fortfarande är så att man kan genomföra projekt hemifrån utifrån typ online frilans, små grejer där och få lite pengar och erfarenhet därigenom.

I övrigt är jag intresserad av att få mer användning av programmering av rent personliga skäl, egna projekt, samhället blir ju alltmer tekniskt, och sådant kunnande verkar bli alltmer fördelaktigt.

Men är jag för gammal? Vore ändå jobbigt att fokusera på något i 3 år för att sen gå ut i arbetslöshet, eller kan det finnas rimlig chans till jobb för mig?
På ett personligt plan är jag förbannad att jag inte gjorde rätt tidigare, allting hade varit så mycket mindre problematiskt. 
Egentligen blev allt fel pga omständigheter och dåliga egna val som förde mig in på helt fel väg i början av livet, därav att cvet alltså det är mestadels tomt lång tid. Blev bara fail rent ut sagt, och depression osv lång tid. Hur tusan tas det emot av en arbetsgivare? Kan de ge folk en chans trots det.

Sen den rent studiemässiga situationen, blir en stor omställning strukturellt och även, socialt etc med yngre folk o så. Är inte jättetaggad på studielivet nu i min ålder, mer att det känns som att det krävs. Funderar delvis på distans, men tror det blir svårare att genomföra, och tråkigare, är ändå hyfsat social trots allt. 3 år är ganska länge, vill kunna uppskatta tiden.

Ingen optimal situation, samtidigt är jag där jag är, finns inga perfekta alternativ, jag måste ha en plan för vad jag gör om 5-10 år när den tiden kommer.

Tänker jag helt fel? Är det hela orimligt? Men alltså vad bör jag annars göraVad tusan finns det isåfall för annat som är mer rimligt för mig att sikta på? 

Någonting måste i alla fall bli av, kan ju inte sitta på en parkbänk resten av livet.

Uppskattar ärliga svar, mvh"
Vilken utbildning? Matematik eller programmering ?;2021-04-13;7;530;https://www.flashback.org/t3319517;Utbildning och studier;2021-04-12;"Hej. Allihopa. Behöver er förslag. 

Nu väljer jag ett utav två kandidatprogram. 

1, Kandidatprogram i Matematik o datavetenskap. Matematik institution, SU. 25% programmering och dator(om jag har alla valbara kurser i dator)
75% matematik o statistik 
Ingen praktik 

2, kandidatprogram i datavetenskap. DSV, SU.
96% programmering o dator (halv termin praktik ingår i) 
4% matematik 

Data science (datavetenskap) är mkt inne nu och de två programmen uppger att inrikta sig till datavetenskap. 
Men det första verkar ha lite brist på datorkunskaper.
Medan det andra verkar ha mkt brist på matematik och statistik.
Så faktiskt är de två liksom antingen prioriterar dator eller prioriterar matte.

Min oro eller tveksamhet är :
1,Ren programmering utan bra kunskaper i matematik kan vara lite kortsiktig.  Algoritmer kräver ju matematik Och kanske programmering kommer i viss mån också ersättas någon dag av AI? Och programmeringsspråk också förändras med tiden, man behöver uppdatera sina kunskaper ständigt så det är också mkt krävande o arbetsamt faktiskt ?

2, den andra fokuserar mest i matematik. Efter examen kanske har man lite svårt att hitta jobb? Alltså Inte så lätt som det första som sysslar mkt med programmering hela tiden? Men på sikt kanske drar man nytta av det eftersom matematik och statistik finns i Big data, maskininlärning, AI. Alltså har man matematik då har man en mer modern och långliv karriär på sätt o vis?

Vet inte om jag resonerat rätt?

Vill gärna höra fleras åsikter och resonemang utifrån sysselsättningsgrad, möjligheter, framtiden, konkurrenskraft ,m,m så att jag kan fatta ett vist beslut. 


Tusen tack "
Biomedicinsk analytiker vs Naturvårdsbiolog (Ekolog, Limnolog m. fl);2021-04-11;10;442;https://www.flashback.org/t3316542;Utbildning och studier;2021-03-30;"Hej! Jag har börjat fastna i tanken att Naturvetenskap ändå är rätt spår för mig att studera på universitet. Har alltid varit fascinerad av natur (i synnerhet olika naturtyper), men även djur och populationer. Har även börjat fastna för molekylärbiologi, men inte alls i samma utsträckning som intresset för mer ""Grön biologi"". Jag har även sommarjobbat mer Biotopvård. 

Med denna beskrivning vore det kanske enkelt att dra slutsatsen att Naturvårdsbiologi är det självklara valet. Men, samtidigt är jag en relativt introvert person som gillar att ha saker strukturerat och konkret - samt att jag gärna tar så mycket eget ansvar för arbetet så gott det går. Dessutom är arbetsmarknaden för Naturvårdsbiologer inte i kongruens med antalet nyexaminerade (färre jobb än utbildade). 

Gällande biomedicinska analytiker är det tvärtom (bara knäppa med fingrarna så finns det anställningar. Nackdelen med BMA är dock att lönen är låg och man riskerar att fastna utan att kunna gå vidare med någon karriär.

Kom med era infallsvinklar! "
Datavetenskap GU eller IT Chalmers;2021-04-07;9;499;https://www.flashback.org/t3317427;Utbildning och studier;2021-04-03;"Hej, vet att det finns tusen liknande trådar där ute men jag har inte riktigt fått svar på min fråga angående IT på Chalmers eller DV på GU.
Har extremt stort beslutsångest för att jag helt ärligt inte vet vad jag ska välja.
Om jag väljer DV måste jag läsa upp matte 4 och om jag väljer IT måste jag läsa upp matte 4, fysik 1/2 och kemi 1, så jag kommer inte komma in till hösten i vilket fall.
Jag har kollat på båda programmen och jag vet helt ärligt inte vad skillnaderna är förutom någon kommunikationskurs på IT och någon specifik ingenjörskurs, annars verkar programmen väldigt lika. Men när jag läser om IT generellt och kollar på t.ex. Linköpings informationsteknologi program verkar det vara mindre programmering och mer management inriktad? Är IT på Chalmers bara annorlunda från andra skolors IT eller är det jag som inte förstår mig på kursupplägget?
Jag vill jobba med programmering i framtiden och har ett stort intresse för matematik, men jag vet inte om det kommer förstöra för mina möjligheter när det kommer till kvalificerande jobb om jag väljer att gå en ""icke-ingenjörsutbildning"" för det verkar vara sån hets på alla forum man läser om att ""om du inte läser ingenjör har du kastat bort ditt liv"". Kanske lite överdrivet men det ligger ändå någonting i det.
Har sökt till basår på både Chalmers och GU inför nästa termin och jag är säker på att jag kommer in på båda, ser dock inte fram emot Fysik eller Kemi alls (därför jag vill läsa IT på Chalmers istället för något annat ).
Har också i avsikt att läsa 5 år på universitet/högskola.

Vad är skillnaden mellan IT Chalmers och DV GU (vet att GU läser tillsammans med chalmerister)?
Är det dumt att välja DV om jag kan gå en ingenjörsutbildning som IT på Chalmers?

Hade uppskattat det om alla snälla människor på Flasback kunde komma med så mycket information ni har om det här."
Matematik och/eller Data - GU/LiU/UU;2021-04-07;10;540;https://www.flashback.org/t3316516;Utbildning och studier;2021-03-30;"Är inställd på att börja plugga till hösten. Känner mig egentligen bara lockad av att studera matematik- och datarelaterade ämnen. Skulle inte säga att jag har några särskilda mål eller visioner. Men jag har alltid haft fallenhet för matematik, det var det skojigaste ämnet i gymnasiet och det känns som en bra plan inför framtiden att studera matematik i kombination med datarelaterade ämnen.  
Bor för tillfället i GBG men kan tänka mig att flytta för att studera.
Jag vill plugga något treårigt, för att därefter bestämma om jag vill söka jobb med min examen eller ta en master. Därför är jag inte särskilt lockad av civ.ingj-program. Är 24 år och har dröjt med att börja plugga i flera år mestadels på grund av att jag lidit av ganska allvarlig psykisk ohälsa. Har därför lite åldersnoja och känner att det vore skönare att börja på ett program där folk generellt är lite äldre istället för civ.ingj-program där många börjar i tidig ålder.

Har kommit fram till tre program som verkar intressanta:

Matematikprogrammet (GU): https://www.gu.se/studera/hitta-utbi...ogrammet-n1mat

+ Skulle stimulera mitt matematikintresse
+ Inriktningarna Matematisk statistik och tillämpad matematik
- Det kanske finns en risk att vissa kurser är för ""rena"" och att man studerar för många saker som kan uppfattas som oväsentligheter? 
- Det kanske krävs en master i matematik för att bli tillräckligt anställningsbar?

Högskoleingenjörsprogram i datateknik (LiU): https://liu.se/utbildning/program/6idat

+ Finns många masters att välja mellan (förutsatt att man kan välja mellan de som ingår i civ.ingj. programmet i datateknik)
+ Några valbara mattekurser.
- En del obligatoriska kurser verkar vara hårdvaruinriktade, svårt att veta om man kommer att tycka att det är spännande eller inte.

Kandidatprogram i datavetenskap (UU): https://www.uu.se/utbildning/utbildn...am/?pKod=TDV1K

+ Några valbara mattekurser.
+ Finns intressanta masters i datavetenskap som innehåller mycket matematik (inbyggda system, tillämpad beräkningsvetenskap, dataanalys, bildanalys och maskininlärning).

Just nu lutar det åt data på LiU eller UU för att de verkar vara säkrare kort än matematikprogrammet. Jag tänker att om det skulle skita sig med mitt matematikintresse skulle jag iallafall kunna programmera. 
Känner också att det vore nice att flytta hemifrån och plugga i någon mindre stad istället för Göteborg.

Jag hoppas på att få lite bra input då det kanske kan underlätta för mig i mitt val av utbildning, Tack!"
Statsvetare -> byta till Statistik och Dataanalys-program?;2021-04-07;20;1179;https://www.flashback.org/t3262603;Utbildning och studier;2020-09-01;"Halloj! Läser andra termin till statsvetare på GU men inser mer och mer att framtiden med den utbildningen är otroligt dyster. Funderar därför att byta till ett program med fokus på statistik och dataanalys som exempelvis finns på LiU och Umeå universitet. Är det någon här med erfarenhet av dessa program? Vilka sorts jobb finns det på arbetsmarknaden? 

Tänker att eftersom jag har kunskap om bl.a. offentlig förvaltning men istället specialiserar mig i statistik och dataanalys får en intressant profil? Stämmer detta eller är statsvetarkurserna helt värdelösa i detta sammanhang?"
Statistik och dataanalys LiU;2021-04-07;10;1061;https://www.flashback.org/t3103226;Utbildning och studier;2019-12-16;"Hej! Ska läsa en kurs i statistik på 30 hp nu till våren, och ifall jag tycker om ämnet är planen att fortsätta på statistik-spåret i form av programmet Statistik och dataanalys på LiU (https://liu.se/utbildning/program/f7ksa). Tänkte höra ifall någon här har erfarenhet av programmet? Förstått att många som eventuellt blir statistiker i olika former antingen läser civ. ing eller matematik-program, och detta programmet har inte direkt jättemycket renodlade mattekurser. Är det ändå en gedigen utbildning? Också suspekt låga antagningspoäng, 0.95 hp och ca ~11 i BI antagningsgrupp, vilket får en att undra.

Sen verkar masterprogrammet som kandidaten naturligt förbereder för (https://liu.se/utbildning/program/f7msl) väldigt intressant, och jag är ganska inställd på att fortsätta på det i sådana fall. Någon som har erfarenhet av detta?

Alla svar uppskattas!

Tack på förhand"
Högskoleingenjör Maskin / Data / Bygg - jobb?;2021-04-07;4;438;https://www.flashback.org/t3317238;Utbildning och studier;2021-04-02;"Hej,

Lutar åt att läsa antingen Maskin, Data eller Bygg på Malmö Universitet.
Hur tror ni arbetsmarknaden ser ut om 3 år i respektive branch? Vilket kort är ""säkrast""?

Tack på förhand!"
KTH eller SU för datavetenskaplig utbildning?;2021-04-05;8;589;https://www.flashback.org/t3317430;Utbildning och studier;2021-04-03;"Om man kan tänka sig eventuellt jobba inom data/IT, skulle kandidatprogrammet i datavetenskap på SU kunna vara ett vettigare val än D på KTH? Man verkar läsa betydligt mer datavetenskap på SU:s program och då det verkar vara just den datavetenskapliga kompetensen som spelar roll så undrar jag vilka anledningar som finns för att välja KTH istället.




			Spoiler
			



		När jag säger att man verkar läsa betydligt mer datavetenskap på SU så jämför jag SU:s kandidatprogram med de tre första åren på D, alltså tar jag inte hänsyn till masternivån på D."
KTH: Datateknik eller Teknisk matematik?;2021-03-31;31;2304;https://www.flashback.org/t3314869;Utbildning och studier;2021-03-24;"Nu till höst tänker jag söka till D eller TM på KTH.

Om jag vid det fjärde året tänker välja datalogi som masterinriktning, vilket program skulle vara mest fördelaktigt att ha läst på? Jag tänker på yrkesmässig konkurrenskraftighet, jobbmöjligheter, allmänt färdighetsuppbyggande, etc. Är det nödvändigtvist bättre att ha läst på D, då det programmet innehåller mer datalogikurser än TM, eller finns det kanske en poäng i att ha läst mer matematik (tillämpad som ren) på TM med extra valbara datalogikurser? Under vilka förutsättningar skulle det passa bättre att ha läst det ena programmet över det andra?

Tacksam för synpunkter"
Karriärsbyte maskiningenjör till utvecklare mha. 12 veckors bootcamps;2021-03-26;25;2414;https://www.flashback.org/t3023743;Utbildning och studier;2019-03-01;"Hej Flashbackare,

För att göra en berättelse kort. Jag är ursprungligen en maskiningenjör från Linköpings universitet. Jag har jobbat i snart 2 år inom fordonsbranschen i Göteborg, men sen jag fick min dotter som nu är snart 3 månader gammal har jag börjat inse att jag måste utnyttja tiden väl och göra det som betyder mest för mig. Jag har märkt att arbetsuppgifter och karriärsmöjligheter som maskiningenjör inte varit så tilltalande och har haft stora tankar om karriärsbyte till att bli en Full Stack Developer väldigt länge.

Jag har varit egenlärd under flera års tid där jag lärt mig HTML, CSS, JavaScript, Python, Databashantering och sitter nu och lär mig React.js via Udemy. Jag har skapat egna hemsidor till mina vänner för företagsverksamhet, till mina föräldrars restaurang och driver min egna ekonomiblogg primärt mha. CMS Wordpress.

Till detta behöver jag er hjälp och åsikter till hur jag gör detta karriärsbytet bäst. 

Jag är under ett urval att ta Academy Works 12 veckors bootcamp och om det blir aktuellt blir utbildningsorten Stockholm och sedan placeringsorten Göteborg, synd att utbildningsorten inte är Göteborg, men jag får hitta temporär bostadslösning för mig och min familj. Dock är programmeringsspråket Java och de har precis avslutat deras JavaScript bootcamp som var i Göteborg. Det som är bra är att man blir tillsvidareanställd via Academy work och får en spark in i karriären med uppdrag. 

Sen finns det Craft Academy som jag inte vet så mycket om, men studieavgiften ligger på minst 90 000 kr som självklart får avbetalas under 2 års tid räntefritt och de har utbildningar i Göteborg vilket är bra. Men hur bra utbildningen är vet jag inte skulle vara intressant höra ni som tagit den. Söka jobb efter utbildningen får man välj göra på egen hand. De utbildningar de har är:
Enterprise Java Web Application Developer och Full Stack Web Developer. Här finner ni mer info:
https://www.craftacademy.se/weekly_plan/

Vad tror ni? Vad skulle ni ge för tips?

Tack så mycket på förhand

Vänliga hälsningar

Krypo"
Karriärbyte från maskiningenjör till utvecklare;2021-03-26;4;285;https://www.flashback.org/t3315323;Utbildning och studier;2021-03-26;"Hej alla!

Jag är i grunden en maskiningenjör från Linköpings universitet och jobbat inom fordonsbranschen i Göteborg sen examen (2017), dvs. jobbat 3,5 år nu. Varken maskin och fordon tilltalar mig och vill göra ett karriärbyte till utveckling.

Jag vill varken gå en YH eller högskoleutbildning igen och överväger starkt att bootcamp är det bästa valet.

Har ni några erfarenheter av vilka bootcamps som är bra i Göteborg? Craft Academy är t.ex. en 12 veckors bootcamp som Full Stack och börjar i augusti.

Tack på förhand

Mvh
Krypo"
Datateknik eller informationsteknik;2021-03-26;2;190;https://www.flashback.org/t3315392;Utbildning och studier;2021-03-26;"Jag är lite kluven på vad jag vill gå. Har gått en programmeringsinriktad gymnasieutbildning så jag har en del förkunskaper i ett gäng språk och jag tycker det är kul att programmering. Dock vill jag inte bara sitta och programmera i 5 år, vill gärna ha lite bredd. Men jag tänker att det är nog vad jag kommer jobba med i framtiden. Jag har inte riktigt fattat vad de stora skillnaderna är. Va tror ni passar mig bäst? 

Jag vill gå antingen KTH eller Chalmers. Varför är intagningen så mycket lägre på Datateknik på Chalmers jämfört med KTH? Hur stor skillnad mellan KTH Kista och KTHs stora campus med typ studentlivet och människorna som går där? Som jag har fattat det är studentlivet ganska tråkigt och det är ett gäng nördar som går där, stämmer det?"
Egen kandidatexamen i informatik med möjlighet till karriär som analytiker?;2021-03-25;1;228;https://www.flashback.org/t3315127;Utbildning och studier;2021-03-25;"Hej! Läser i skrivande stund C-kursen i informationssystem och överväger vad resterande 90HP ska bestå av. Har nyligen fått upp ögonen för dataanalys men är osäker på vilka ämnesområden som anses förberedande. Statistik är givet, men hur många poäng är tillräckligt? Utöver statistik, vad mer anser ni vara nyttig kunskap att ha om man vill syssla med analys? 

Alla förslag välkomnas, tack!"
Grabben klarar knappt matematiken;2021-03-24;27;2363;https://www.flashback.org/t3314280;Utbildning och studier;2021-03-21;"Tjena Flashback. Grabben läser på gymnasiet och är normalt sett ganska duktig och flitig. Inga underkända betyg. Nu har han matematik 2B i skolan och ligger långt efter resten av klassen. Pandemin med distansundervisning har inte varit enkelt för honom och det har inneburit att han kommer allt längre efter resten av klasskamraterna. 
Jag och hans mor kan inte hjälpa honom mer än vad vi försöker med. Ingen av oss har läst den här matematiken och jag lär mig allt eftersom jag sitter med honom, men det är ju inte hållbart. 

Eddler är en hemsida jag sprungit på som jag ska köpa åt honom så han kan försöka med deras läroprogram. Finns det något annat knep som kan hjälpa honom snabbt få en överblick över vad han behöver lära sig och hur man går tillväga på bästa sätt?

Problemet är mängden. Det är oerhört mycket som ska läras jämfört med andra ämnen har jag märkt och det är mycket som inte går in. Och vi repeterar och repeterar men det ska ju gå framåt också.

Tacksam för all hjälp som vi kan få."
Statistik och dataanalys liu;2021-03-17;1;190;https://www.flashback.org/t3313138;Utbildning och studier;2021-03-17;"Hej jag är en 22 år gammal kille som har blivit intresserad utav att läsa statistik och dataanalys programmet på Linköpings universitet! Jag undrar om någon här har läst programmet eller kanske bara ett ""vanligt"" statistikprogram? Jag läste matte 3b på gymnasiet men jag tog studenten för 4 år sen, skulle ni rekommendera att jag repeterar matte innan jag ska börja och isåfall vad? Finns det några böcker/poddar/Youtube som man Kan fördjupa sig i lite och förstå lite mer vad det handlar om? Slutligen, vad tyckte ni om programmet och skulle ni rekommendera det?"
Kostnadsfria kurser/utbildningar inom programmering (självstudier);2021-03-15;4;171;https://www.flashback.org/t3312702;Utbildning och studier;2021-03-15;"Hej,

Någon som kan rekommendera bra kurser/utbildningar/lektioner inom programmering (Java)?
Skulle helst vilja lära mig att programmera appar för Android och baserat på det som jag googlat fram så är det Java som gäller då.

Har högskolexamen inom en samhällsvetenskaplig utbildning så jag har inga djupgående kunskaper inom programmering. Dock har jag läst programmering på gymnasiet (C++) och gick ut med toppbetyg i de ämnena vilket innebär att jag har en grund inom ämnet. Programmeringskunskaperna kom till stor nytta när förvaltningen skulle köpa in ett nytt ärendehanteringssystem där vi skulle kontrollera så att systemet uppfyller alla kravspecifikationer som vi ställde i samband med upphandlingen. Därav uppstod mitt intresse att fördjupa mina kunskaper inom området. 

Tanken är att jag ska programmera på fritiden då jag redan har ett heltidsjobb. 

Någon som gjort en liknande resa och kan dela med sig av sina erfarenheter? Vilka böcker rekommenderar ni? Finns det bra lektioner på youtube? Hur gick ni tillväga för att utnyttja självstudierna så effektivt som möjligt?"
Datateknik / Elektroteknik / Mekatronik;2021-03-14;0;152;https://www.flashback.org/t3312542;Utbildning och studier;2021-03-14;"Hej. Imorgon öppnar anmälan för höstterminen & är rätt kluven. 

 Hur stor skillnad är det egentligen mellan dessa 3 ingenjörsutbildningar? Om jag har fattat det rätt så är Mekatroniken någonstans emellan Datateknik och Elektroteknik, vilket isåfall verkar givande för mig. 
Tycker mig dock höra att det inte spelar jättestor roll vilken av dessa utbildningar man går på, då dem 
 i princip leder till ""samma"" jobb. Sant eller inte, ingen aning.

 Jag skulle nog säga att jag är 50/50 när det gäller praktisk/teoretiskt lagd. Pillar mer än gärna med tekniska prylar (prylnörd och går igång på allt som har med ny tech att göra) samtidigt vill jag nog också hålla på med lite programmering och mysa vid en dator.

 Flexibel arbetstid och möjighet att sköta saker och ting oberoende på plats hade varit att föredra. 
 Jobbade 10 år som byggnadsarbetare (är 28 år) och det finns garanterat inget mer själsdödande än att kriga sig upp i ottan för att sitta och frysa i en rostig jävla byscha med bajskastande kollegor, inget jag vill göra igen, haha!

Ett stort + hade varit om utbildningen generar goda chanser för utlandsjobb då målet är att packa min skit och lämna landet så fort som möjligt.

Vad tror ni? Någon läsare som kanske har läst någon av dessa utbildningar som kan säga några meningar eller två om vad dem sysslar med idag och vad ni tyckte om utbildningen. Tack.
Mvh"
